"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Unit","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
1053,"Unknown","Unknown","Ectothiorhodospira halophila SL1","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Halorhodospira",85108,"genus"
1054,"Unknown","Unknown","Ectothiorhodospira shaposhnikovii N1","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Ectothiorhodospira",1051,"genus"
1054,"Unknown","Unknown","Ectothiorhodospira vacuolata DSM 2111","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Ectothiorhodospira",1051,"genus"
3879,"Unknown","Unknown","Medicago sativa 0","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Medicago",3877,"genus"
1275,"Unknown","Unknown","Micrococcus roseus CIP 5693","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Kocuria",57493,"genus"
246794,"Unknown","Unknown","Moritella 5710","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Moritella",58050,"genus"
3728,"Unknown","Unknown","Sinapis alba 0","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Sinapis",3727,"genus"
638303,"Unknown","Unknown","Thermocrinis HI 11/12","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","strain","Thermocrinis albus",136094,"species"
1058,"Unknown","Unknown","Thiocapsa roseopersicina 6311","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Thiocapsa",1056,"genus"
1058,"Unknown","Unknown","Thiocapsa roseopersicina 9314","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Thiocapsa",1056,"genus"
46450,"Unknown","Unknown","Thiocystis gelatinosa 2611","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Thiocystis",13724,"genus"
61597,"Unknown","Unknown","Thiocystis minor 1211","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Thiocystis",13724,"genus"
1206,"Unknown","Unknown","Trichodesmium erythraeum 0","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Trichodesmium",1205,"genus"
4565,"Unknown","Unknown","Triticum aestivum 0","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Triticum",4564,"genus"
5695,"Unknown","Unknown","Trypanosoma lewisi","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Trypanosoma",5690,"genus"
31286,"Unknown","Unknown","Trypanosoma rhodesiense","growth temperature",0,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","subspecies","Trypanosoma brucei",5691,"species"
333990,"Unknown","Unknown","Carnobacterium AT7","growth temperature",2,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Carnobacterium",2747,"genus"
58049,"Unknown","Unknown","Colwellia MT41","growth temperature",2,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Colwellia",28228,"genus"
314282,"Unknown","Unknown","Psychromonas CNPT3","growth temperature",2,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Psychromonas",67572,"genus"
333987,"Unknown","Unknown","Psychromonas HS11","growth temperature",2,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Psychromonas",67572,"genus"
56813,"Unknown","Unknown","Shewanella gelidimarina ACAM 456","growth temperature",2,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Shewanella",22,"genus"
333988,"Unknown","Unknown","Shewanella PT48","growth temperature",2,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Shewanella",22,"genus"
60034,"Unknown","Unknown","Shewanella PT99","growth temperature",2,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Shewanella",22,"genus"
90736,"Unknown","Unknown","Vibrio marinus MP-1; ATCC 15381","growth temperature",2,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Moritella",58050,"genus"
418127,"Unknown","NC_009782","Staphylococcus aureus subsp. aureus Mu3","growth temperature",3,"BacMap","exp","unknown","high","Celcius","strain","Staphylococcus aureus",1280,"species"
283942,"Unknown","NC_006512","Idiomarina loihiensis L2TR","growth temperature",4,"BacMap","exp","unknown","high","Celcius","strain","Idiomarina loihiensis",135577,"species"
349106,"Unknown","NC_009516, NC_009517, NC_009524","Psychrobacter sp. PRwf-1","growth temperature",4,"BacMap","exp","unknown","high","Celcius","species","Psychrobacter",497,"genus"
203122,"Unknown","NC_007912","Saccharophagus degradans 2-40","growth temperature",4,"BacMap","exp","unknown","high","Celcius","strain","Saccharophagus degradans",86304,"species"
135626,"Unknown","Unknown","Shewanella olleyana ACEM 9; ACAM 644; LMG 21437","growth temperature",4,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Shewanella",22,"genus"
161360,"Unknown","Unknown","Planococcus antarcticus","growth temperature",4,"The Microbe Directory","exp","unknown","low","Celcius","species","Planococcus",1372,"genus"
296,"Unknown","Unknown","Pseudomonas fragi","growth temperature",4,"The Microbe Directory","exp","unknown","low","Celcius","species","Pseudomonas",286,"genus"
43661,"Unknown","Unknown","Shewanella benthica","growth temperature",4,"The Microbe Directory","exp","unknown","low","Celcius","species","Shewanella",22,"genus"
393133,"Unknown","Unknown","Listeria monocytogenes 10403S","growth temperature",5,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","strain","Listeria monocytogenes",1639,"species"
1639,"Unknown","Unknown","Listeria monocytogenes SLCC53","growth temperature",5,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Listeria",1637,"genus"
246794,"Unknown","Unknown","Moritella 5710","growth temperature",5,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Moritella",58050,"genus"
294,"Unknown","Unknown","Pseudomonas fluorescens NCMB 129","growth temperature",5,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Pseudomonas",286,"genus"
357794,"Unknown","Unknown","Psychromonas ingrahamii","growth temperature",5,"The Microbe Directory","exp","unknown","low","Celcius","species","Psychromonas",67572,"genus"
531,"Unknown","Unknown","Polaribacter irgensii","growth temperature",5.25,"The Microbe Directory","exp","unknown","low","Celcius","species","Polaribacter",52959,"genus"
1346502,"Unknown","Unknown","Agrococcus pavilionensis","growth temperature",6,"The Microbe Directory","exp","unknown","low","Celcius","species","Agrococcus",46352,"genus"
211669,"Unknown","Unknown","Psychromonas hadalis","growth temperature",6,"The Microbe Directory","exp","unknown","low","Celcius","species","Psychromonas",67572,"genus"
177439,"Unknown","NC_006138, NC_006139, NC_006140","Desulfotalea psychrophila LSv54","growth temperature",7,"BacMap","exp","unknown","high","Celcius","strain","Desulfotalea psychrophila",84980,"species"
117207,"Unknown","Unknown","Sphingopyxis alaskensis","growth temperature",7,"The Microbe Directory","exp","unknown","low","Celcius","species","Sphingopyxis",165697,"genus"
167879,"Unknown","NC_003910","Colwellia psychrerythraea 34H","growth temperature",8,"BacMap","exp","unknown","high","Celcius","strain","Colwellia psychrerythraea",28229,"species"
60217,"Unknown","Unknown","Shewanella violacea","growth temperature",8,"The Microbe Directory","exp","unknown","low","Celcius","species","Shewanella",22,"genus"
428031,"Unknown","Unknown","Moritella dasanensis","growth temperature",9,"The Microbe Directory","exp","unknown","low","Celcius","species","Moritella",58050,"genus"
300231,"Unknown","Unknown","Glaciecola nitratireducens","growth temperature",9.5,"The Microbe Directory","exp","unknown","low","Celcius","species","Glaciecola",89404,"genus"
272562,"Unknown","NC_001988, NC_003030","Clostridium acetobutylicum ATCC 824","growth temperature",10,"BacMap","exp","unknown","high","Celcius","strain","Clostridium acetobutylicum",1488,"species"
458817,"Unknown","NC_010334","Shewanella halifaxensis HAW-EB4","growth temperature",10,"BacMap","exp","unknown","high","Celcius","strain","Shewanella halifaxensis",271098,"species"
425104,"Unknown","NC_009831","Shewanella sediminis HAW-EB3","growth temperature",10,"BacMap","exp","unknown","high","Celcius","strain","Shewanella sediminis",271097,"species"
89401,"Unknown","Unknown","Colwellia demingiae 0","growth temperature",10,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Colwellia",28228,"genus"
89402,"Unknown","Unknown","Colwellia hornerae IC035; ACAM 607","growth temperature",10,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Colwellia",28228,"genus"
28229,"Unknown","Unknown","Colwellia psychrerythraea 0","growth temperature",10,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Colwellia",28228,"genus"
89403,"Unknown","Unknown","Colwellia psychrotropica ACAM 179","growth temperature",10,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Colwellia",28228,"genus"
37450,"Unknown","Unknown","Colwellia rossensis S51-W(gv)1; ACAM 608","growth temperature",10,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Colwellia",28228,"genus"
562,"Unknown","Unknown","Escherichia coli ML30","growth temperature",10,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Escherichia",561,"genus"
246794,"Unknown","Unknown","Moritella 5710","growth temperature",10,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Moritella",58050,"genus"
38313,"Unknown","Unknown","Shewanella alga","growth temperature",10,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Shewanella",22,"genus"
135626,"Unknown","Unknown","Shewanella olleyana ACEM 9; ACAM 644; LMG 21437","growth temperature",10,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Shewanella",22,"genus"
211668,"Unknown","Unknown","Colwellia piezophila","growth temperature",10,"The Microbe Directory","exp","unknown","low","Celcius","species","Colwellia",28228,"genus"
56807,"Unknown","Unknown","Glaciecola pallidula","growth temperature",10,"The Microbe Directory","exp","unknown","low","Celcius","species","Glaciecola",89404,"genus"
481722,"Unknown","Unknown","Lactobacillus kisonensis","growth temperature",10,"The Microbe Directory","exp","unknown","low","Celcius","species","Lentilactobacillus",2767893,"genus"
57028,"Unknown","Unknown","Algoriphagus ratkowskyi IC025T","growth temperature",11,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Algoriphagus",246875,"genus"
200475,"Unknown","Unknown","Brumimicrobium glaciale IC156T","growth temperature",11,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Brumimicrobium",200473,"genus"
101383,"Unknown","Unknown","Cryomorpha ignava 1-22T","growth temperature",11,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Cryomorpha",246876,"genus"
70993,"Unknown","Unknown","Microscilla aggregans var catalatica NCIMB 1418T , ATCC 23190","growth temperature",11,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Flexithrix",70992,"genus"
228,"Unknown","Unknown","Pseudoalteromonas haloplanktis","growth temperature",12.5,"The Microbe Directory","exp","unknown","low","Celcius","species","Pseudoalteromonas",53246,"genus"
688270,"Unknown","NC_014934","Cellulophaga algicola DSM 14237","growth temperature",15,"BacMap","exp","unknown","high","Celcius","strain","Cellulophaga algicola",59600,"species"
324925,"Unknown","NC_011060","Pelodictyon phaeoclathratiforme BU-1","growth temperature",15,"BacMap","exp","unknown","high","Celcius","strain","Pelodictyon phaeoclathratiforme",34090,"species"
298386,"Unknown","NC_005871, NC_006370, NC_006371","Photobacterium profundum SS9","growth temperature",15,"BacMap","exp","unknown","high","Celcius","strain","Photobacterium profundum",74109,"species"
234831,"Unknown","NC_014800, NC_014803","Pseudoalteromonas sp. SM9913","growth temperature",15,"BacMap","exp","unknown","high","Celcius","species","Pseudoalteromonas",53246,"genus"
288705,"Unknown","NC_010168","Renibacterium salmoninarum ATCC 33209","growth temperature",15,"BacMap","exp","unknown","high","Celcius","strain","Renibacterium salmoninarum",1646,"species"
225849,"Unknown","NC_011566","Shewanella piezotolerans WP3","growth temperature",15,"BacMap","exp","unknown","high","Celcius","strain","Shewanella piezotolerans",404011,"species"
265524,"Unknown","Unknown","Chaetoceros calcitrans","growth temperature",15,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Chaetoceros",49237,"genus"
70450,"Unknown","Unknown","Cryptomonas ovata 0","growth temperature",15,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Cryptomonas",3030,"genus"
562,"Unknown","Unknown","Escherichia coli ML30","growth temperature",15,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Escherichia",561,"genus"
77927,"Unknown","Unknown","Hemiselmis virescens 0","growth temperature",15,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Hemiselmis",77924,"genus"
37099,"Unknown","Unknown","Isochrysis galbana","growth temperature",15,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Isochrysis",37098,"genus"
2832,"Unknown","Unknown","Pavlova lutheri","growth temperature",15,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius",NA,NA,NA,NA
2850,"Unknown","Unknown","Phaeodactylum tricornutum","growth temperature",15,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Phaeodactylum",2849,"genus"
270643,"Unknown","Unknown","Tetraselmis suecica","growth temperature",15,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Tetraselmis",3164,"genus"
90736,"Unknown","Unknown","Vibrio marinus MP1","growth temperature",15,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Moritella",58050,"genus"
90736,"Unknown","Unknown","Vibrio marinus PS-207","growth temperature",15,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Moritella",58050,"genus"
40269,"Unknown","Unknown","Aliivibrio salmonicida","growth temperature",15,"The Microbe Directory","exp","unknown","low","Celcius","species","Aliivibrio",511678,"genus"
59600,"Unknown","Unknown","Cellulophaga algicola","growth temperature",15,"The Microbe Directory","exp","unknown","low","Celcius","species","Cellulophaga",104264,"genus"
56804,"Unknown","Unknown","Glaciecola punicea","growth temperature",15,"The Microbe Directory","exp","unknown","low","Celcius","species","Glaciecola",89404,"genus"
29581,"Unknown","Unknown","Janthinobacterium lividum","growth temperature",15,"The Microbe Directory","exp","unknown","low","Celcius","species","Janthinobacterium",29580,"genus"
640331,"Unknown","Unknown","Lactobacillus florum","growth temperature",15,"The Microbe Directory","exp","unknown","low","Celcius","species","Fructilactobacillus",2767881,"genus"
191389,"Unknown","Unknown","Leifsonia rubra","growth temperature",15,"The Microbe Directory","exp","unknown","low","Celcius","species","Leifsonia",110932,"genus"
131540,"Unknown","Unknown","Thiomicrospira arctica","growth temperature",15,"The Microbe Directory","exp","unknown","low","Celcius","species","Thiomicrorhabdus",2039723,"genus"
143672,"Unknown","Unknown","Gymnodinium splendens","growth temperature",16,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Akashiwo",143671,"genus"
85085,"Unknown","Unknown","Arthrobacter chlorophenolicus","growth temperature",16.5,"The Microbe Directory","exp","unknown","low","Celcius","species","Pseudarthrobacter",1742993,"genus"
203123,"Unknown","NC_008528","Oenococcus oeni PSU-1","growth temperature",17,"BacMap","exp","unknown","high","Celcius","strain","Oenococcus oeni",1247,"species"
368405,"Unknown","Unknown","Glaciecola chathamensis","growth temperature",17,"The Microbe Directory","exp","unknown","low","Celcius","species","Paraglaciecola",1621534,"genus"
32049,"Unknown","Unknown","Agmenellum quadruplicatum","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Synechococcus",1129,"genus"
35130,"Unknown","Unknown","Asterionella glacialis","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Asterionella",35129,"genus"
426623,"Unknown","Unknown","Chaetoceros affinis","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Chaetoceros",49237,"genus"
424539,"Unknown","Unknown","Chrysotila lamellosa","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Ruttnera",2922897,"genus"
13790,"Unknown","Unknown","Dunaliella bioculata","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Dunaliella",3044,"genus"
289299,"Unknown","Unknown","Dunaliella minuta","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Dunaliella",3044,"genus"
257627,"Unknown","Unknown","Dunaliella primolecta","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Dunaliella",3044,"genus"
2903,"Unknown","Unknown","Emiliania huxleyi","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Emiliania",2902,"genus"
2829,"Unknown","Unknown","Heterosigma akashiwo","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Heterosigma",2828,"genus"
265526,"Unknown","Unknown","Nitzschia closterium","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius",NA,NA,NA,NA
119481,"Unknown","Unknown","Pavlova pinguis","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Pavlova",2831,"genus"
2850,"Unknown","Unknown","Phaeodactylum tricornutum","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Phaeodactylum",2849,"genus"
35688,"Unknown","Unknown","Porphyridium cruentum","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Porphyridium",2791,"genus"
2945,"Unknown","Unknown","Prorocentrum micans","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Prorocentrum",2944,"genus"
295837,"Unknown","Unknown","Rhodomonas baltica","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Rhodomonas",37096,"genus"
71861,"Unknown","Unknown","Scrippsiella trochoidea","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Scrippsiella",54902,"genus"
1143,"Unknown","Unknown","Synechocystis sp","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Synechocystis",1142,"genus"
41888,"Unknown","Unknown","Tetraselmis marina","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Tetraselmis",3164,"genus"
270643,"Unknown","Unknown","Tetraselmis suecica","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Tetraselmis",3164,"genus"
67004,"Unknown","Unknown","Thalassiosira weissflogii","growth temperature",18,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius",NA,NA,NA,NA
1288027,"Unknown","Unknown","Arcticibacter svalbardensis","growth temperature",18,"The Microbe Directory","exp","unknown","low","Celcius","species","Arcticibacter",1288026,"genus"
1350429,"Unknown","Unknown","Cyclobacterium qasimii","growth temperature",18,"The Microbe Directory","exp","unknown","low","Celcius","species","Cyclobacterium",68288,"genus"
300020,"Unknown","Unknown","Microbacterium maritypicum","growth temperature",18,"The Microbe Directory","exp","unknown","low","Celcius","species","Microbacterium",33882,"genus"
90736,"Unknown","Unknown","Moritella marina","growth temperature",18,"The Microbe Directory","exp","unknown","low","Celcius","species","Moritella",58050,"genus"
752140,"Unknown","Unknown","Pedobacter arcticus","growth temperature",18,"The Microbe Directory","exp","unknown","low","Celcius","species","Pedobacter",84567,"genus"
1344585,"Unknown","Unknown","Winogradskyella psychrotolerans","growth temperature",18,"The Microbe Directory","exp","unknown","low","Celcius","species","Winogradskyella",286104,"genus"
143672,"Unknown","Unknown","Gymnodinium sanguineum CS-35","growth temperature",18.5,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Akashiwo",143671,"genus"
631050,"Unknown","Unknown","Scrippsiella CS-295/c","growth temperature",18.5,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Scrippsiella",54902,"genus"
2951,"Unknown","Unknown","Symbiodinium microadriaticum Freud CS-155","growth temperature",18.5,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Symbiodinium",2949,"genus"
96345,"Unknown","Unknown","Flexibacter psychrophilus 0","growth temperature",19,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Flavobacterium",237,"genus"
395963,"Unknown","NC_010578, NC_010580, NC_010581","Beijerinckia indica subsp. indica ATCC 9039","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Beijerinckia indica",533,"species"
177437,"Unknown","NC_012108, NC_012109","Desulfobacterium autotrophicum HRM2","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Desulforapulum autotrophicum",2296,"species"
376686,"Unknown","NC_009441","Flavobacterium johnsoniae UW101","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Flavobacterium johnsoniae",986,"species"
755732,"Unknown","NC_015321","Fluviicola taffensis DSM 16823","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Fluviicola taffensis",191579,"species"
281090,"Unknown","NC_006087","Leifsonia xyli subsp. xyli str. CTCB07","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Leifsonia xyli",1575,"species"
203120,"Unknown","NC_008496, NC_008531","Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Leuconostoc mesenteroides",1245,"species"
394221,"Unknown","NC_008347","Maricaulis maris MCS10","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Maricaulis maris",74318,"species"
265311,"Unknown","NC_006055","Mesoplasma florum L1","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Mesoplasma florum",2151,"species"
441620,"Unknown","NC_010721, NC_010725, NC_010727","Methylobacterium populi BJ001","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Methylorubrum populi",223967,"species"
267748,"Unknown","NC_006908","Mycoplasma mobile 163K","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Mesomycoplasma mobile",2118,"species"
246197,"Unknown","NC_008095","Myxococcus xanthus DK 1622","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Myxococcus xanthus",34,"species"
365044,"Unknown","NC_008757, NC_008758, NC_008759, NC_008760, NC_008761, NC_008762, NC_008763, NC_008764, NC_008781","Polaromonas naphthalenivorans CJ2","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Polaromonas naphthalenivorans",216465,"species"
296591,"Unknown","NC_007948, NC_007949, NC_007950","Polaromonas sp. JS666","growth temperature",20,"BacMap","exp","unknown","high","Celcius","species","Polaromonas",52972,"genus"
234621,"Unknown","NC_007486, NC_007487, NC_007491, NC_012490","Rhodococcus erythropolis PR4","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Rhodococcus erythropolis",1833,"species"
318161,"Unknown","NC_007954","Shewanella denitrificans OS217","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Shewanella denitrificans",192073,"species"
318167,"Unknown","NC_008345","Shewanella frigidimarina NCIMB 400","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Shewanella frigidimarina",56812,"species"
504472,"Unknown","NC_013730, NC_013731, NC_013732, NC_013733, NC_013734, NC_013735, NC_013736, NC_013737, NC_013738","Spirosoma linguale DSM 74","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Spirosoma linguale",108,"species"
326298,"Unknown","NC_007575","Sulfurimonas denitrificans DSM 1251","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Sulfurimonas denitrificans",39766,"species"
243277,"Unknown","NC_002505, NC_002506","Vibrio cholerae O1 biovar El Tor str. N16961","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Vibrio cholerae",666,"species"
345073,"Unknown","NC_009456, NC_009457, CP001235","Vibrio cholerae O395","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Vibrio cholerae",666,"species"
312309,"Unknown","NC_006840, NC_006841, NC_006842","Vibrio fischeri ES114","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Aliivibrio fischeri",668,"species"
388396,"Unknown","NC_011184, NC_011185, NC_011186","Vibrio fischeri MJ11","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Aliivibrio fischeri",668,"species"
338187,"Unknown","NC_009777, NC_009783, NC_009784","Vibrio harveyi ATCC BAA-1116","growth temperature",20,"BacMap","exp","unknown","high","Celcius",NA,NA,NA,NA
223926,"Unknown","NC_004603, NC_004605","Vibrio parahaemolyticus RIMD 2210633","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Vibrio parahaemolyticus",670,"species"
216895,"Unknown","NC_004459, NC_004460","Vibrio vulnificus CMCP6","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Vibrio vulnificus",672,"species"
196600,"Unknown","NC_005128, NC_005139, NC_005140","Vibrio vulnificus YJ016","growth temperature",20,"BacMap","exp","unknown","high","Celcius","strain","Vibrio vulnificus",672,"species"
264665,"Unknown","Unknown","Anabaena 123","growth temperature",20,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Anabaena",1163,"genus"
258826,"Unknown","Unknown","Anabaena 202A1","growth temperature",20,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Anabaena",1163,"genus"
213622,"Unknown","Unknown","Anabaena 202A1/35","growth temperature",20,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Anabaena",1163,"genus"
213623,"Unknown","Unknown","Anabaena 202A2","growth temperature",20,"Microbial Fatty Acid Compositions","exp","unknown","medium","Celcius","species","Anabaena",1163,"genus"
