"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Unit","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
102231,NA,NA,"Gloeocapsa","width","3-10","Bergey's Manual","exp","sometimes","high","µm","genus","Chroococcaceae",1890464,"family"
1222,NA,NA,"Prochlorothrix","width","3-10","Bergey's Manual","exp","sometimes","high","µm","genus","Prochlorotrichaceae",2303730,"family"
28233,NA,NA,"Geotoga","width","3-20","Bergey's Manual","exp","sometimes","high","µm","genus","Petrotogaceae",1643949,"family"
252965,NA,NA,"Mahella","width","3-20","Bergey's Manual","exp","sometimes","high","µm","genus","Thermoanaerobacterales Family IV. Incertae Sedis",543372,"family"
13034,NA,NA,"Dactylococcopsis","width","4-8","Bergey's Manual","exp","sometimes","high","µm","genus","Synechococcaceae",1890426,"family"
NA,NA,NA,"Geitlerinemastat","width","5-6","Bergey's Manual","exp","sometimes","high","µm",NA,NA,NA,NA
100132,NA,NA,"Sporobacterium","width","5-10","Bergey's Manual","exp","sometimes","high","µm","genus","Lachnospiraceae",186803,"family"
35823,NA,NA,"Arthrospira","width","5-12","Bergey's Manual","exp","sometimes","high","µm","genus","Microcoleaceae",1892252,"family"
936,NA,NA,"Thiovulum","width","5-25","Bergey's Manual","exp","sometimes","high","µm","genus","Thiovulaceae",2771471,"family"
13,NA,NA,"Dictyoglomus","width","5-30","Bergey's Manual","exp","sometimes","high","µm","genus","Dictyoglomaceae",203488,"family"
28073,NA,NA,"Lyngbya","width","6-20","Bergey's Manual","exp","sometimes","high","µm","genus","Oscillatoriaceae",1892254,"family"
1205,NA,NA,"Trichodesmium","width","6-22","Bergey's Manual","exp","sometimes","high","µm","genus","Microcoleaceae",1892252,"family"
100715,NA,NA,"Chloroherpeton","width","8-20","Bergey's Manual","exp","sometimes","high","µm","genus","Chlorobiaceae",191412,"family"
482,NA,NA,"Neisseria","width",".0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Neisseriaceae",481,"family"
2132,NA,NA,"Spiroplasma","width",".001-0.002","Bergey's Manual","exp","sometimes","high","µm","genus","Spiroplasmataceae",2131,"family"
1158,NA,NA,"Oscillatoria","width","< 4","Bergey's Manual","exp","sometimes","high","µm","genus","Oscillatoriaceae",1892254,"family"
105591,NA,NA,"Symploca","width","< 6","Bergey's Manual","exp","sometimes","high","µm","genus","Microcoleaceae",1892252,"family"
212742,NA,NA,"Morococcus","width","<1","Bergey's Manual","exp","sometimes","high","µm","genus","Neisseriaceae",481,"family"
32207,NA,NA,"Rothia","width",">1.0","Bergey's Manual","exp","sometimes","high","µm","genus","Micrococcaceae",1268,"family"
352,NA,NA,"Azotobacter","width",">2","Bergey's Manual","exp","sometimes","high","µm","genus","Pseudomonadaceae",135621,"family"
1047,NA,NA,"Chromatium","width",">3","Bergey's Manual","exp","sometimes","high","µm","genus","Chromatiaceae",1046,"family"
2147,NA,NA,"Acholeplasma","width","0.003-5","Bergey's Manual","exp","sometimes","high","µm","genus","Acholeplasmataceae",2146,"family"
32205,NA,NA,"Leptonema","width","0.1-0.2","Bergey's Manual","exp","sometimes","high","µm","genus","Leptospiraceae",170,"family"
1921569,NA,NA,"Micropepsis","width","0.1-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Micropepsaceae",1921568,"family"
57665,NA,NA,"Sulfurospirillum","width","0.1-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Sulfurospirillaceae",2932623,"family"
157,NA,NA,"Treponema","width","0.1-0.7","Bergey's Manual","exp","sometimes","high","µm","genus","Treponemataceae",2845253,"family"
2302,NA,NA,"Thermoplasma","width","0.1-5.0","Bergey's Manual","exp","sometimes","high","µm","genus","Thermoplasmataceae",46659,"family"
193383,NA,NA,"Rhodoglobus","width","0.15-0.2","Bergey's Manual","exp","sometimes","high","µm","genus","Microbacteriaceae",85023,"family"
1029631,NA,NA,"Amnibacterium","width","0.15-0.20","Bergey's Manual","exp","sometimes","high","µm","genus","Microbacteriaceae",85023,"family"
2268,NA,NA,"Thermofilum","width","0.15-0.35","Bergey's Manual","exp","sometimes","high","µm","genus","Thermofilaceae",114378,"family"
558418,NA,NA,"Acetofilamentum","width","0.18-0.3","Bergey's Manual","exp","sometimes","high","µm","genus","Bacteroidaceae",815,"family"
33993,NA,NA,"Neorickettsia","width","0.2--1.5","Bergey's Manual","exp","sometimes","high","µm","genus","Anaplasmataceae",942,"family"
2038,NA,NA,"Tropheryma","width","0.2-0.25","Bergey's Manual","exp","sometimes","high","µm","genus","Tropherymataceae",2805591,"family"
64895,NA,NA,"Borreliella","width","0.2-0.3","Bergey's Manual","exp","sometimes","high","µm","genus","Borreliaceae",1643685,"family"
34096,NA,NA,"Brevinema","width","0.2-0.3","Bergey's Manual","exp","sometimes","high","µm","genus","Brevinemataceae",1100104,"family"
369400,NA,NA,"Flaviramulus","width","0.2-0.3","Bergey's Manual","exp","sometimes","high","µm","genus","Flavobacteriaceae",49546,"family"
402170,NA,NA,"Lapillicoccus","width","0.2-0.3","Bergey's Manual","exp","sometimes","high","µm","genus","Intrasporangiaceae",85021,"family"
13242,NA,NA,"Rarobacter","width","0.2-0.3","Bergey's Manual","exp","sometimes","high","µm","genus","Rarobacteraceae",145359,"family"
288018,NA,NA,"Yeosuana","width","0.2-0.3","Bergey's Manual","exp","sometimes","high","µm","genus","Flavobacteriaceae",49546,"family"
258514,NA,NA,"Acetanaerobacterium","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Oscillospiraceae",216572,"family"
233189,NA,NA,"Anaerolinea","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Anaerolineaceae",292628,"family"
78328,NA,NA,"Coenonia","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Flavobacteriaceae",49546,"family"
776,NA,NA,"Coxiella","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Coxiellaceae",118968,"family"
39948,NA,NA,"Dialister","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Veillonellaceae",31977,"family"
1041,NA,NA,"Erythrobacter","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Erythrobacteraceae",335929,"family"
89404,NA,NA,"Glaciecola","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Alteromonadaceae",72275,"family"
28250,NA,NA,"Ornithobacterium","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Weeksellaceae",2762318,"family"
106146,NA,NA,"Pelistega","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Alcaligenaceae",506,"family"
44748,NA,NA,"Sporobacter","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Oscillospiraceae",216572,"family"
120212,NA,NA,"Subtercola","width","0.2-0.4","Bergey's Manual","exp","sometimes","high","µm","genus","Microbacteriaceae",85023,"family"
507753,NA,NA,"Acidiplasma","width","0.2-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Ferroplasmaceae",90142,"family"
290174,NA,NA,"Aquimarina","width","0.2-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Flavobacteriaceae",49546,"family"
517,NA,NA,"Bordetella","width","0.2-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Alcaligenaceae",506,"family"
10,NA,NA,"Cellvibrio","width","0.2-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Cellvibrionaceae",1706371,"family"
28884,NA,NA,"Hydrogenovibrio","width","0.2-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Piscirickettsiaceae",135616,"family"
68,NA,NA,"Lysobacter","width","0.2-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Xanthomonadaceae",32033,"family"
395331,NA,NA,"Methanoregula","width","0.2-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Methanoregulaceae",1198451,"family"
84646,NA,NA,"Odyssella","width","0.2-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Candidatus Paracaedibacteraceae",1777752,"family"
146805,NA,NA,"Phocoenobacter","width","0.2-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Pasteurellaceae",712,"family"
34084,NA,NA,"Riemerella","width","0.2-0.5","Bergey's Manual","exp","sometimes","high","µm","genus","Weeksellaceae",2762318,"family"
